iso3,country,date,year,month,re_share_pct,cpu,gpr,epu
PHL,The Philippines,2019-09-01,2019,9,24.885,587.0005895347282,90.3679885864258,235.7919664105233
PHL,The Philippines,2019-10-01,2019,10,21.239,261.2441835533486,97.8367309570313,200.7556830197926
PHL,The Philippines,2019-11-01,2019,11,21.804,312.2145454632087,73.0783843994141,240.6231555905684
PHL,The Philippines,2019-12-01,2019,12,22.319,511.0166266381334,74.2798919677734,230.8054570610568
PHL,The Philippines,2020-01-01,2020,1,22.963,305.9690553815524,138.420944213867,190.6193776417902
PHL,The Philippines,2020-02-01,2020,2,21.845,264.3640928001201,75.9555587768555,194.8300465540262
PHL,The Philippines,2020-03-01,2020,3,20.281,305.1005045177365,81.5400314331055,314.8681227284559
PHL,The Philippines,2020-04-01,2020,4,22.937,377.7695471533427,69.3394012451172,325.6010225318462
PHL,The Philippines,2020-05-01,2020,5,19.33,245.3517317136611,68.5072174072266,410.4262142500708
PHL,The Philippines,2020-06-01,2020,6,18.894,134.2082403879148,71.2278594970703,306.6633607886208
PHL,The Philippines,2020-07-01,2020,7,20.62,208.150393039499,66.4732818603516,309.1859907334028
PHL,The Philippines,2020-08-01,2020,8,21.585,235.5495910268646,65.4660491943359,285.9878501306554
PHL,The Philippines,2020-09-01,2020,9,20.483,247.9645956967325,80.3773803710938,305.5892118331982
PHL,The Philippines,2020-10-01,2020,10,21.867,376.0488741894221,76.0831680297852,302.8122753051998
PHL,The Philippines,2020-11-01,2020,11,24.469,402.3155554362106,70.0674667358398,392.4145069044777
PHL,The Philippines,2020-12-01,2020,12,25.827,511.2711537443506,64.0672912597656,299.1354340286545
PHL,The Philippines,2021-01-01,2021,1,27.381,257.0615514640529,77.418701171875,269.3754130446191
PHL,The Philippines,2021-02-01,2021,2,18.344,423.27553832849,73.9568023681641,193.1574207178709
PHL,The Philippines,2021-03-01,2021,3,21.995,271.0594150576149,78.618766784668,209.9118751662297
PHL,The Philippines,2021-04-01,2021,4,20.829,178.4470105066247,88.1662216186523,192.2340414130996
PHL,The Philippines,2021-05-01,2021,5,18.033,210.7233503911551,93.0071334838867,171.8639447220719
PHL,The Philippines,2021-06-01,2021,6,18.617,361.6580292972939,74.1271209716797,169.3053033853194
PHL,The Philippines,2021-07-01,2021,7,19.907,454.490159158827,58.420768737793,187.2889704596169
PHL,The Philippines,2021-08-01,2021,8,24.626,209.2305746140933,89.4865493774414,198.8153126196048
PHL,The Philippines,2021-09-01,2021,9,23.903,547.6861586784817,80.6969680786133,209.5483578343267
PHL,The Philippines,2021-10-01,2021,10,24.828,718.5017959517941,79.0292358398438,185.5985539268678
PHL,The Philippines,2021-11-01,2021,11,22.788,916.281523060572,86.5691452026367,227.0843278701796
PHL,The Philippines,2021-12-01,2021,12,24.502,532.4487159382658,105.345420837402,255.0693380012374
PHL,The Philippines,2022-01-01,2022,1,25.198,517.3933435968448,138.674987792969,219.4861109603128
PHL,The Philippines,2022-02-01,2022,2,23.014,215.8836024293797,216.15901184082,174.4845543408962
PHL,The Philippines,2022-03-01,2022,3,20.55,445.7135559546776,318.954925537109,294.5109231181771
PHL,The Philippines,2022-04-01,2022,4,20.705,411.1465749693597,191.143096923828,266.9203626186811
PHL,The Philippines,2022-05-01,2022,5,19.979,517.952851614523,142.258483886719,272.1329145438528
PHL,The Philippines,2022-06-01,2022,6,20.205,453.9889857708172,130.707321166992,244.5369243003399
PHL,The Philippines,2022-07-01,2022,7,21.326,430.0368447114691,117.176765441895,289.1885328911396
PHL,The Philippines,2022-08-01,2022,8,23.69,393.8136113321517,132.863220214844,233.4560832723482
PHL,The Philippines,2022-09-01,2022,9,23.69,399.5879396000383,131.985870361328,246.6819600820871
PHL,The Philippines,2022-10-01,2022,10,23.742,480.4577871430489,143.162414550781,262.2787518741493
PHL,The Philippines,2022-11-01,2022,11,25.111,405.8293377873721,116.716285705566,307.1254001256686
PHL,The Philippines,2022-12-01,2022,12,24.154,243.2915296753453,111.195938110352,237.0031936116183
PHL,The Philippines,2023-01-01,2023,1,26.401,339.3936005549683,104.267044067383,215.9812392742851
PHL,The Philippines,2023-02-01,2023,2,23.638,476.7080986035535,120.99437713623,238.7257361327138
PHL,The Philippines,2023-03-01,2023,3,22.84,327.8977366306982,105.379974365234,309.7451788338569
PHL,The Philippines,2023-04-01,2023,4,20.29,364.4916231642655,106.80965423584,252.8758114148029
PHL,The Philippines,2023-05-01,2023,5,18.426,401.2445146894636,108.467681884766,208.4480735343341
PHL,The Philippines,2023-06-01,2023,6,20.08,341.8180541810245,110.528945922852,219.5210144275807
PHL,The Philippines,2023-07-01,2023,7,21.091,326.6756969429871,107.448783874512,189.4971118311592
PHL,The Philippines,2023-08-01,2023,8,24.593,399.9657181666479,101.141181945801,173.0377768956178
PHL,The Philippines,2023-09-01,2023,9,24.0,304.6888954435193,98.6348114013672,198.0079907004415
PHL,The Philippines,2023-10-01,2023,10,22.708,412.3024007899803,197.887008666992,188.2244340806943
PHL,The Philippines,2023-11-01,2023,11,22.822,432.7854105225091,156.696136474609,205.6600161480332
PHL,The Philippines,2023-12-01,2023,12,22.198,414.8548514305776,142.27946472168,219.8645370938973
PHL,The Philippines,2024-01-01,2024,1,24.342,359.7361661482672,160.373657226563,236.3134092287262
PHL,The Philippines,2024-02-01,2024,2,24.73,298.9911242338959,146.598175048828,165.1320054734749
PHL,The Philippines,2024-03-01,2024,3,21.895,267.3923151843637,133.213165283203,176.3156158464187
PHL,The Philippines,2024-04-01,2024,4,17.994,254.9322784392623,163.947341918945,168.5954340593263
PHL,The Philippines,2024-05-01,2024,5,16.341,331.6196707242693,130.521865844727,180.9340604541465
PHL,The Philippines,2024-06-01,2024,6,18.19,280.3452200210886,113.092796325684,171.6204184408027
PHL,The Philippines,2024-07-01,2024,7,19.682,276.7154230735746,92.3948745727539,223.913464423367
PHL,The Philippines,2024-08-01,2024,8,22.443,277.2457982569128,140.975067138672,189.0628786923486
PHL,The Philippines,2024-09-01,2024,9,24.364,292.8791576312872,130.358779907227,199.9931437384653
PHL,The Philippines,2024-10-01,2024,10,25.321,441.1628474623064,130.689208984375,202.3743412565955
PHL,The Philippines,2024-11-01,2024,11,26.419,828.8847567632874,128.901641845703,279.1403658850942
PHL,The Philippines,2024-12-01,2024,12,24.974,500.7494760894832,142.366439819336,323.0070473961686
SGP,Singapore,2015-01-01,2015,1,0.0,142.4795313206932,111.985694885254,126.9914695841305
SGP,Singapore,2015-02-01,2015,2,0.0,120.3507271137905,111.924697875977,113.9531529387977
SGP,Singapore,2015-03-01,2015,3,0.0,85.09453026611405,104.23526763916,109.9462118228166
SGP,Singapore,2015-04-01,2015,4,0.0,42.58714847303734,102.190490722656,99.39012857675176
SGP,Singapore,2015-05-01,2015,5,0.0,211.1854457874233,76.2623291015625,102.9309373408606
SGP,Singapore,2015-06-01,2015,6,0.0,90.16344685407576,85.9059677124023,117.8447876402595
SGP,Singapore,2015-07-01,2015,7,0.0,86.38858997694594,106.808662414551,121.8661105786334
SGP,Singapore,2015-08-01,2015,8,0.0,85.95421385007883,82.4785308837891,118.5134513975967
SGP,Singapore,2015-09-01,2015,9,0.0,129.2006977808144,98.7674560546875,151.9758949769686
SGP,Singapore,2015-10-01,2015,10,0.0,177.8145642627828,91.931884765625,114.3182639359142
SGP,Singapore,2015-11-01,2015,11,0.0,199.4278782361315,150.715881347656,103.3563470069402
SGP,Singapore,2015-12-01,2015,12,0.0,192.8180716469267,148.236877441406,110.794803787437
SGP,Singapore,2016-01-01,2016,1,0.238,104.5998543485994,118.211143493652,143.2586950749098
SGP,Singapore,2016-02-01,2016,2,0.259,102.2369088006319,103.749649047852,145.4458679026379
SGP,Singapore,2016-03-01,2016,3,0.232,123.8969712153862,109.720291137695,156.8779886900799
SGP,Singapore,2016-04-01,2016,4,0.232,226.2612112623542,85.2214508056641,140.104646137866
SGP,Singapore,2016-05-01,2016,5,0.226,99.7629067805342,88.3324203491211,123.3789873399434
SGP,Singapore,2016-06-01,2016,6,0.235,137.8157681789212,90.1681289672852,227.871561711938
SGP,Singapore,2016-07-01,2016,7,0.229,139.240406860998,114.610450744629,202.245585191248
SGP,Singapore,2016-08-01,2016,8,0.224,169.1610642548068,98.7384872436523,132.6689468896753
SGP,Singapore,2016-09-01,2016,9,0.23,155.5017576072651,104.545227050781,134.3493331418452
SGP,Singapore,2016-10-01,2016,10,0.225,80.53289743840882,85.7477874755859,125.0037144468582
SGP,Singapore,2016-11-01,2016,11,0.235,554.2340759391794,82.9187545776367,226.2798874076489
SGP,Singapore,2016-12-01,2016,12,0.229,351.1231847818375,102.180465698242,183.765426620881
SGP,Singapore,2017-01-01,2017,1,0.233,373.6910509243575,105.201232910156,246.6627270260493
SGP,Singapore,2017-02-01,2017,2,0.257,212.6269868575728,114.206359863281,184.9794048051318
SGP,Singapore,2017-03-01,2017,3,0.23,281.3807864286775,96.6358795166016,233.1203237166254
SGP,Singapore,2017-04-01,2017,4,0.239,303.8349499438502,119.459922790527,174.3372389777142
SGP,Singapore,2017-05-01,2017,5,0.222,281.4606227362563,102.579963684082,142.5064726157698
SGP,Singapore,2017-06-01,2017,6,0.228,388.8914246821411,126.789016723633,169.7192642799219
SGP,Singapore,2017-07-01,2017,7,0.221,288.158485339547,102.813461303711,163.0248778604998
SGP,Singapore,2017-08-01,2017,8,0.22,231.4473417526105,138.531616210938,139.1451898546359
SGP,Singapore,2017-09-01,2017,9,0.229,284.1111906443856,115.534446716309,155.7765952875371
SGP,Singapore,2017-10-01,2017,10,0.222,150.9924183598505,91.4615707397461,143.3069163296352
SGP,Singapore,2017-11-01,2017,11,0.234,302.0409915778268,92.5960159301758,158.2701024658983
SGP,Singapore,2017-12-01,2017,12,0.228,159.5731670150447,82.7182540893555,146.3819354000481
SGP,Singapore,2018-01-01,2018,1,0.233,197.2332525554197,92.4267883300781,175.2021060279184
SGP,Singapore,2018-02-01,2018,2,0.255,165.756366354844,64.4913711547852,124.8549002800213
SGP,Singapore,2018-03-01,2018,3,0.223,208.4785522331171,111.962295532227,179.4383000217713
SGP,Singapore,2018-04-01,2018,4,0.228,285.4034764632481,123.263473510742,163.5202325251872
SGP,Singapore,2018-05-01,2018,5,0.216,272.00716355905,125.666618347168,170.1956675956354
SGP,Singapore,2018-06-01,2018,6,0.225,152.3951405643082,103.968589782715,163.3774136395332
SGP,Singapore,2018-07-01,2018,7,0.219,168.2987229075484,110.028427124023,225.2112241036141
SGP,Singapore,2018-08-01,2018,8,0.218,185.9160590267065,112.741683959961,170.7992631439797
SGP,Singapore,2018-09-01,2018,9,0.231,129.5882397437171,75.0539093017578,191.3522055602523
SGP,Singapore,2018-10-01,2018,10,0.22,208.0067230923123,92.0164794921875,211.9290851186991
SGP,Singapore,2018-11-01,2018,11,0.233,194.8955115904181,80.407585144043,245.6589120883675
SGP,Singapore,2018-12-01,2018,12,0.226,203.8776062576293,90.607666015625,217.810727976404
SGP,Singapore,2019-01-01,2019,1,0.22,296.1897966341996,87.4241027832031,241.4386054458695
SGP,Singapore,2019-02-01,2019,2,0.248,147.8971046631048,96.800163269043,172.6177053460764
SGP,Singapore,2019-03-01,2019,3,0.44,298.9919218365096,82.3282928466797,238.141036655995
SGP,Singapore,2019-04-01,2019,4,0.223,147.0272147995472,79.2534484863281,189.1453854717598
SGP,Singapore,2019-05-01,2019,5,0.212,158.8897253155004,106.471900939941,221.0658956206135
SGP,Singapore,2019-06-01,2019,6,0.225,354.3499065347115,106.588455200195,317.2838632112557
SGP,Singapore,2019-07-01,2019,7,0.429,283.0596286723551,93.5212554931641,247.12883235987
SGP,Singapore,2019-08-01,2019,8,0.426,232.5298322370732,103.404418945313,288.1508155781352
SGP,Singapore,2019-09-01,2019,9,0.437,587.0005895347282,90.3679885864258,235.7919664105233
SGP,Singapore,2019-10-01,2019,10,0.438,261.2441835533486,97.8367309570313,200.7556830197926
SGP,Singapore,2019-11-01,2019,11,0.451,312.2145454632087,73.0783843994141,240.6231555905684
SGP,Singapore,2019-12-01,2019,12,0.451,511.0166266381334,74.2798919677734,230.8054570610568
SGP,Singapore,2020-01-01,2020,1,0.44,305.9690553815524,138.420944213867,190.6193776417902
SGP,Singapore,2020-02-01,2020,2,0.693,264.3640928001201,75.9555587768555,194.8300465540262
SGP,Singapore,2020-03-01,2020,3,0.644,305.1005045177365,81.5400314331055,314.8681227284559
SGP,Singapore,2020-04-01,2020,4,0.708,377.7695471533427,69.3394012451172,325.6010225318462
SGP,Singapore,2020-05-01,2020,5,0.462,245.3517317136611,68.5072174072266,410.4262142500708
SGP,Singapore,2020-06-01,2020,6,0.466,134.2082403879148,71.2278594970703,306.6633607886208
SGP,Singapore,2020-07-01,2020,7,0.452,208.150393039499,66.4732818603516,309.1859907334028
SGP,Singapore,2020-08-01,2020,8,0.67,235.5495910268646,65.4660491943359,285.9878501306554
SGP,Singapore,2020-09-01,2020,9,0.463,247.9645956967325,80.3773803710938,305.5892118331982
SGP,Singapore,2020-10-01,2020,10,0.661,376.0488741894221,76.0831680297852,302.8122753051998
SGP,Singapore,2020-11-01,2020,11,0.458,402.3155554362106,70.0674667358398,392.4145069044777
SGP,Singapore,2020-12-01,2020,12,0.659,511.2711537443506,64.0672912597656,299.1354340286545
SGP,Singapore,2021-01-01,2021,1,0.454,257.0615514640529,77.418701171875,269.3754130446191
SGP,Singapore,2021-02-01,2021,2,0.73,423.27553832849,73.9568023681641,193.1574207178709
SGP,Singapore,2021-03-01,2021,3,0.846,271.0594150576149,78.618766784668,209.9118751662297
SGP,Singapore,2021-04-01,2021,4,0.862,178.4470105066247,88.1662216186523,192.2340414130996
SGP,Singapore,2021-05-01,2021,5,0.625,210.7233503911551,93.0071334838867,171.8639447220719
SGP,Singapore,2021-06-01,2021,6,0.636,361.6580292972939,74.1271209716797,169.3053033853194
SGP,Singapore,2021-07-01,2021,7,0.625,454.490159158827,58.420768737793,187.2889704596169
SGP,Singapore,2021-08-01,2021,8,0.636,209.2305746140933,89.4865493774414,198.8153126196048
SGP,Singapore,2021-09-01,2021,9,0.647,547.6861586784817,80.6969680786133,209.5483578343267
SGP,Singapore,2021-10-01,2021,10,0.828,718.5017959517941,79.0292358398438,185.5985539268678
SGP,Singapore,2021-11-01,2021,11,0.868,916.281523060572,86.5691452026367,227.0843278701796
SGP,Singapore,2021-12-01,2021,12,0.837,532.4487159382658,105.345420837402,255.0693380012374
SGP,Singapore,2022-01-01,2022,1,1.255,517.3933435968448,138.674987792969,219.4861109603128
SGP,Singapore,2022-02-01,2022,2,0.935,215.8836024293797,216.15901184082,174.4845543408962
SGP,Singapore,2022-03-01,2022,3,1.227,445.7135559546776,318.954925537109,294.5109231181771
SGP,Singapore,2022-04-01,2022,4,1.059,411.1465749693597,191.143096923828,266.9203626186811
SGP,Singapore,2022-05-01,2022,5,1.21,517.952851614523,142.258483886719,272.1329145438528
SGP,Singapore,2022-06-01,2022,6,1.055,453.9889857708172,130.707321166992,244.5369243003399
SGP,Singapore,2022-07-01,2022,7,1.23,430.0368447114691,117.176765441895,289.1885328911396
SGP,Singapore,2022-08-01,2022,8,1.227,393.8136113321517,132.863220214844,233.4560832723482
SGP,Singapore,2022-09-01,2022,9,1.285,399.5879396000383,131.985870361328,246.6819600820871
SGP,Singapore,2022-10-01,2022,10,1.261,480.4577871430489,143.162414550781,262.2787518741493
SGP,Singapore,2022-11-01,2022,11,1.282,405.8293377873721,116.716285705566,307.1254001256686
SGP,Singapore,2022-12-01,2022,12,1.073,243.2915296753453,111.195938110352,237.0031936116183
SGP,Singapore,2023-01-01,2023,1,1.078,339.3936005549683,104.267044067383,215.9812392742851
SGP,Singapore,2023-02-01,2023,2,1.422,476.7080986035535,120.99437713623,238.7257361327138
SGP,Singapore,2023-03-01,2023,3,1.489,327.8977366306982,105.379974365234,309.7451788338569
SGP,Singapore,2023-04-01,2023,4,1.471,364.4916231642655,106.80965423584,252.8758114148029
SGP,Singapore,2023-05-01,2023,5,1.59,401.2445146894636,108.467681884766,208.4480735343341
SGP,Singapore,2023-06-01,2023,6,1.667,341.8180541810245,110.528945922852,219.5210144275807
SGP,Singapore,2023-07-01,2023,7,1.619,326.6756969429871,107.448783874512,189.4971118311592
SGP,Singapore,2023-08-01,2023,8,1.818,399.9657181666479,101.141181945801,173.0377768956178
SGP,Singapore,2023-09-01,2023,9,1.883,304.6888954435193,98.6348114013672,198.0079907004415
SGP,Singapore,2023-10-01,2023,10,2.196,412.3024007899803,197.887008666992,188.2244340806943
SGP,Singapore,2023-11-01,2023,11,1.688,432.7854105225091,156.696136474609,205.6600161480332
SGP,Singapore,2023-12-01,2023,12,1.688,414.8548514305776,142.27946472168,219.8645370938973
SGP,Singapore,2024-01-01,2024,1,1.663,359.7361661482672,160.373657226563,236.3134092287262
SGP,Singapore,2024-02-01,2024,2,2.407,298.9911242338959,146.598175048828,165.1320054734749
SGP,Singapore,2024-03-01,2024,3,2.414,267.3923151843637,133.213165283203,176.3156158464187
SGP,Singapore,2024-04-01,2024,4,1.996,254.9322784392623,163.947341918945,168.5954340593263
SGP,Singapore,2024-05-01,2024,5,1.934,331.6196707242693,130.521865844727,180.9340604541465
SGP,Singapore,2024-06-01,2024,6,1.833,280.3452200210886,113.092796325684,171.6204184408027
SGP,Singapore,2024-07-01,2024,7,2.312,276.7154230735746,92.3948745727539,223.913464423367
SGP,Singapore,2024-08-01,2024,8,2.339,277.2457982569128,140.975067138672,189.0628786923486
SGP,Singapore,2024-09-01,2024,9,2.424,292.8791576312872,130.358779907227,199.9931437384653
SGP,Singapore,2024-10-01,2024,10,2.353,441.1628474623064,130.689208984375,202.3743412565955
SGP,Singapore,2024-11-01,2024,11,1.852,828.8847567632874,128.901641845703,279.1403658850942
SGP,Singapore,2024-12-01,2024,12,2.231,500.7494760894832,142.366439819336,323.0070473961686
THA,Thailand,2019-01-01,2019,1,17.281,296.1897966341996,87.4241027832031,241.4386054458695
THA,Thailand,2019-02-01,2019,2,15.562,147.8971046631048,96.800163269043,172.6177053460764
THA,Thailand,2019-03-01,2019,3,15.083,298.9919218365096,82.3282928466797,238.141036655995
THA,Thailand,2019-04-01,2019,4,14.027,147.0272147995472,79.2534484863281,189.1453854717598
THA,Thailand,2019-05-01,2019,5,13.582,158.8897253155004,106.471900939941,221.0658956206135
THA,Thailand,2019-06-01,2019,6,14.461,354.3499065347115,106.588455200195,317.2838632112557
THA,Thailand,2019-07-01,2019,7,15.08,283.0596286723551,93.5212554931641,247.12883235987
THA,Thailand,2019-08-01,2019,8,15.665,232.5298322370732,103.404418945313,288.1508155781352
THA,Thailand,2019-09-01,2019,9,14.316,587.0005895347282,90.3679885864258,235.7919664105233
THA,Thailand,2019-10-01,2019,10,12.842,261.2441835533486,97.8367309570313,200.7556830197926
THA,Thailand,2019-11-01,2019,11,13.51,312.2145454632087,73.0783843994141,240.6231555905684
THA,Thailand,2019-12-01,2019,12,17.617,511.0166266381334,74.2798919677734,230.8054570610568
THA,Thailand,2020-01-01,2020,1,14.815,305.9690553815524,138.420944213867,190.6193776417902
THA,Thailand,2020-02-01,2020,2,15.453,264.3640928001201,75.9555587768555,194.8300465540262
THA,Thailand,2020-03-01,2020,3,13.916,305.1005045177365,81.5400314331055,314.8681227284559
THA,Thailand,2020-04-01,2020,4,15.068,377.7695471533427,69.3394012451172,325.6010225318462
THA,Thailand,2020-05-01,2020,5,13.918,245.3517317136611,68.5072174072266,410.4262142500708
THA,Thailand,2020-06-01,2020,6,13.172,134.2082403879148,71.2278594970703,306.6633607886208
THA,Thailand,2020-07-01,2020,7,13.131,208.150393039499,66.4732818603516,309.1859907334028
THA,Thailand,2020-08-01,2020,8,14.245,235.5495910268646,65.4660491943359,285.9878501306554
THA,Thailand,2020-09-01,2020,9,12.929,247.9645956967325,80.3773803710938,305.5892118331982
THA,Thailand,2020-10-01,2020,10,12.667,376.0488741894221,76.0831680297852,302.8122753051998
THA,Thailand,2020-11-01,2020,11,14.121,402.3155554362106,70.0674667358398,392.4145069044777
THA,Thailand,2020-12-01,2020,12,17.421,511.2711537443506,64.0672912597656,299.1354340286545
THA,Thailand,2021-01-01,2021,1,18.648,257.0615514640529,77.418701171875,269.3754130446191
THA,Thailand,2021-02-01,2021,2,16.522,423.27553832849,73.9568023681641,193.1574207178709
THA,Thailand,2021-03-01,2021,3,14.054,271.0594150576149,78.618766784668,209.9118751662297
THA,Thailand,2021-04-01,2021,4,13.621,178.4470105066247,88.1662216186523,192.2340414130996
THA,Thailand,2021-05-01,2021,5,13.28,210.7233503911551,93.0071334838867,171.8639447220719
THA,Thailand,2021-06-01,2021,6,15.4,361.6580292972939,74.1271209716797,169.3053033853194
THA,Thailand,2021-07-01,2021,7,16.069,454.490159158827,58.420768737793,187.2889704596169
THA,Thailand,2021-08-01,2021,8,15.515,209.2305746140933,89.4865493774414,198.8153126196048
THA,Thailand,2021-09-01,2021,9,13.527,547.6861586784817,80.6969680786133,209.5483578343267
THA,Thailand,2021-10-01,2021,10,12.841,718.5017959517941,79.0292358398438,185.5985539268678
THA,Thailand,2021-11-01,2021,11,13.238,916.281523060572,86.5691452026367,227.0843278701796
THA,Thailand,2021-12-01,2021,12,18.442,532.4487159382658,105.345420837402,255.0693380012374
THA,Thailand,2022-01-01,2022,1,16.939,517.3933435968448,138.674987792969,219.4861109603128
THA,Thailand,2022-02-01,2022,2,16.643,215.8836024293797,216.15901184082,174.4845543408962
THA,Thailand,2022-03-01,2022,3,15.467,445.7135559546776,318.954925537109,294.5109231181771
THA,Thailand,2022-04-01,2022,4,16.882,411.1465749693597,191.143096923828,266.9203626186811
THA,Thailand,2022-05-01,2022,5,16.17,517.952851614523,142.258483886719,272.1329145438528
THA,Thailand,2022-06-01,2022,6,15.84,453.9889857708172,130.707321166992,244.5369243003399
THA,Thailand,2022-07-01,2022,7,16.069,430.0368447114691,117.176765441895,289.1885328911396
THA,Thailand,2022-08-01,2022,8,15.701,393.8136113321517,132.863220214844,233.4560832723482
THA,Thailand,2022-09-01,2022,9,14.256,399.5879396000383,131.985870361328,246.6819600820871
THA,Thailand,2022-10-01,2022,10,14.365,480.4577871430489,143.162414550781,262.2787518741493
THA,Thailand,2022-11-01,2022,11,12.354,405.8293377873721,116.716285705566,307.1254001256686
THA,Thailand,2022-12-01,2022,12,19.099,243.2915296753453,111.195938110352,237.0031936116183
THA,Thailand,2023-01-01,2023,1,21.48,339.3936005549683,104.267044067383,215.9812392742851
THA,Thailand,2023-02-01,2023,2,18.526,476.7080986035535,120.99437713623,238.7257361327138
THA,Thailand,2023-03-01,2023,3,17.075,327.8977366306982,105.379974365234,309.7451788338569
THA,Thailand,2023-04-01,2023,4,14.957,364.4916231642655,106.80965423584,252.8758114148029
THA,Thailand,2023-05-01,2023,5,13.992,401.2445146894636,108.467681884766,208.4480735343341
THA,Thailand,2023-06-01,2023,6,14.806,341.8180541810245,110.528945922852,219.5210144275807
THA,Thailand,2023-07-01,2023,7,14.497,326.6756969429871,107.448783874512,189.4971118311592
THA,Thailand,2023-08-01,2023,8,15.499,399.9657181666479,101.141181945801,173.0377768956178
THA,Thailand,2023-09-01,2023,9,13.488,304.6888954435193,98.6348114013672,198.0079907004415
THA,Thailand,2023-10-01,2023,10,12.625,412.3024007899803,197.887008666992,188.2244340806943
THA,Thailand,2023-11-01,2023,11,13.618,432.7854105225091,156.696136474609,205.6600161480332
THA,Thailand,2023-12-01,2023,12,18.213,414.8548514305776,142.27946472168,219.8645370938973
THA,Thailand,2024-01-01,2024,1,17.079,359.7361661482672,160.373657226563,236.3134092287262
THA,Thailand,2024-02-01,2024,2,15.904,298.9911242338959,146.598175048828,165.1320054734749
THA,Thailand,2024-03-01,2024,3,14.263,267.3923151843637,133.213165283203,176.3156158464187
THA,Thailand,2024-04-01,2024,4,14.647,254.9322784392623,163.947341918945,168.5954340593263
THA,Thailand,2024-05-01,2024,5,13.232,331.6196707242693,130.521865844727,180.9340604541465
THA,Thailand,2024-06-01,2024,6,14.219,280.3452200210886,113.092796325684,171.6204184408027
THA,Thailand,2024-07-01,2024,7,15.109,276.7154230735746,92.3948745727539,223.913464423367
THA,Thailand,2024-08-01,2024,8,13.528,277.2457982569128,140.975067138672,189.0628786923486
THA,Thailand,2024-09-01,2024,9,14.257,292.8791576312872,130.358779907227,199.9931437384653
THA,Thailand,2024-10-01,2024,10,12.395,441.1628474623064,130.689208984375,202.3743412565955
THA,Thailand,2024-11-01,2024,11,14.395,828.8847567632874,128.901641845703,279.1403658850942
THA,Thailand,2024-12-01,2024,12,20.151,500.7494760894832,142.366439819336,323.0070473961686
